stcty,D_PctEst,EM_PctEst,F_PctEst,FB_PctEst,LEP_PctEst,LI_PctEst,OA_PctEst,RM_PctEst,Y_PctEst,msaname,Mean_IPD
44005,12.7,5.6,50.8,7.2,2.4,20.1,20.1,10.5,17.9,"PROVIDENCE-WARWICK-PAWTUCKET, RI",15
44007,13.4,21.6,51.5,18.6,12.5,34.9,14.5,26.7,20.9,"PROVIDENCE-WARWICK-PAWTUCKET, RI",19
44009,11,3,51.5,4.4,1.5,19.5,18.5,6.8,17.6,"PROVIDENCE-WARWICK-PAWTUCKET, RI",13
45003,14.1,5.5,51.6,4.5,2.8,39.2,17.8,29.4,22.1,"AUGUSTA-AIKEN, GA-SC",17
45007,16.2,3.5,51.9,2.7,1.4,38.1,17.2,20.1,23.2,"GREENVILLE-SPARTANBURG-ANDERSON, SC",17
45015,14,6.3,50.3,5.3,3,32.2,12.7,32.9,24.3,"CHARLESTON-NORTH CHARLESTON, SC",16
45019,10.9,5,51.6,5,2.3,31.1,15,32.2,20,"CHARLESTON-NORTH CHARLESTON, SC",15
45021,18.1,4.1,51.3,2.1,1.7,45.8,15.6,25.1,23.6,"GREENVILLE-SPARTANBURG-ANDERSON, SC",17
45035,12.3,5,51.3,4.7,2.2,30.1,12.5,32.1,25.2,"CHARLESTON-NORTH CHARLESTON, SC",16
45037,16.7,5.7,46.2,4,3.4,36.7,17.2,40.9,18.8,"AUGUSTA-AIKEN, GA-SC",16
45041,16,2.5,53.4,2.7,1.3,41.7,15.4,45.7,24.1,"FLORENCE, SC",18
45045,12.5,8.8,51.5,7.9,5,32.6,14.6,24.7,23.5,"GREENVILLE-SPARTANBURG-ANDERSON, SC",17
45051,16.5,6,51.6,6.3,3,38.9,21.3,19.2,19,"MYRTLE BEACH, SC",17
45063,13.2,5.8,51.2,5.2,3.1,30.9,14.6,20.3,23.6,"COLUMBIA, SC",16
45077,15.2,3.5,50.3,3.8,1.7,39.8,15.5,11.4,19.5,"GREENVILLE-SPARTANBURG-ANDERSON, SC",15
45079,12.5,5,51.5,5.6,2.9,35.7,11.6,54,21.8,"COLUMBIA, SC",17
45083,15.3,6.5,51.5,6.4,4,38,15.4,26.7,23.5,"GREENVILLE-SPARTANBURG-ANDERSON, SC",17
45085,19.6,3.8,51.9,3.3,1.4,45.7,15.1,51.7,24.5,"SUMTER, SC",19
45091,10.9,5.1,51.7,4.9,2.5,29,13.4,25.3,24.6,"CHARLOTTE-GASTONIA-ROCK HILL, NC-SC",15
46083,7.3,1.9,50.6,2.4,1.3,13.8,11.1,5.1,28.8,"SIOUX FALLS, SD",13
46099,10.4,4.7,49.7,6.5,4,27.6,12.1,13.8,25.2,"SIOUX FALLS, SD",14
46103,13.8,4.8,49.8,2.5,1.1,32.6,16,17,23.6,"RAPID CITY, SD",15
47001,19.2,2.7,51.3,3.2,1.8,36.3,19.2,8.5,21.1,"KNOXVILLE, TN",16
47009,15.1,3.1,51.5,3,1.5,32.7,18.9,5.8,20.9,"KNOXVILLE, TN",15
47019,21.5,1.7,50.9,1.1,0.4,48.9,20.2,3.3,19.2,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA",16
47021,14.4,2.7,50.5,1.6,0.4,32.5,13.8,4.9,23.2,"NASHVILLE, TN",14
47023,12.7,2.4,52,2.5,1,37.7,16.5,13.5,23,"JACKSON, TN",16
47037,11.8,10.1,51.8,12.5,8.8,36,11.4,36.4,21.4,"NASHVILLE, TN",17
47043,16.6,3.3,51.1,1.9,0.9,35.9,15.2,7.4,23.6,"NASHVILLE, TN",15
47047,15.2,2.5,50.9,1.9,0.8,31.3,19.3,30,20.5,"MEMPHIS, TN-AR-MS",16
47065,13.9,5.3,51.8,5,2.9,33.3,16.5,24.6,21,"CHATTANOOGA, TN-GA",16
47073,22.5,1.4,51.2,1.1,0.6,45.6,19.3,3.9,20.8,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA",16
47093,12.9,4,51.4,5,2.4,33,14.8,14.6,21.3,"KNOXVILLE, TN",15
47105,15.5,8.2,51.1,7.6,4.7,33.7,25,4.9,20,"KNOXVILLE, TN",16
47113,15.4,3.7,52.5,2.7,1.4,39.7,15.5,40.6,22.8,"JACKSON, TN",16
47115,20.3,1.7,51.2,0.7,0.2,35.6,18.8,6.6,21.4,"CHATTANOOGA, TN-GA",15
47125,14.6,9.7,49.9,5,2.4,35.5,8.7,28.6,27,"CLARKSVILLE-HOPKINSVILLE, TN-KY",16
47147,14.6,6.4,50.7,4,2.5,29.9,13.7,11.7,24.8,"NASHVILLE, TN",15
47149,10.4,7.4,50.7,7.3,4.1,29.1,9.7,21.5,25,"NASHVILLE, TN",15
47155,17.5,5.7,50.9,4.9,3.4,42.4,18.1,5.7,21.1,"KNOXVILLE, TN",16
47157,12.6,6.1,52.4,6.3,3.7,40.8,12.2,60.6,25.3,"MEMPHIS, TN-AR-MS",18
47163,20.5,1.8,51.5,1.7,0.7,39.8,20.7,5.4,19.8,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA",16
47165,13.4,4.5,51.1,4.2,2,26.7,14.8,11.6,24.2,"NASHVILLE, TN",15
47167,16.1,2.7,50.6,1.5,1.3,33.1,13.4,22,25.4,"MEMPHIS, TN-AR-MS",16
47171,23.8,4.4,50.2,2.7,1.9,47.8,22.2,2.6,19,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA",17
47173,17.5,1.5,50.4,0.6,0.4,46.3,17,2.2,22.2,"KNOXVILLE, TN",15
47179,17.8,3.3,51.4,3.7,0.9,38.4,17.1,8.5,19.6,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA",15
47187,7.6,4.7,51.1,7.1,2.1,12.7,12,10.5,27.9,"NASHVILLE, TN",13
47189,12.9,3.8,51.1,4.3,1.9,23,14.7,11.6,24.2,"NASHVILLE, TN",14
48009,15.3,8.3,50.7,2.2,2.2,26.2,18.7,5.5,22.2,"WICHITA FALLS, TX",16
48021,14.5,36,49.1,10.8,9.6,35.6,13.8,24.1,25.6,"AUSTIN-SAN MARCOS, TX",19
48027,14.7,24,50,8.2,5.2,36,10,35.9,27.8,"KILLEEN-TEMPLE, TX",18
48029,13.9,59.8,50.7,13.1,11.9,38,11.4,20.6,26.1,"SAN ANTONIO, TX",20
48037,13.8,7.4,49.6,4,2.8,39.9,15.8,30.7,23.8,"TEXARKANA, TX-TEXARKANA, AR",17
48039,9.9,29.7,49.4,13.1,7.9,24.4,11.1,26.1,26.8,"BRAZORIA, TX",17
48041,8.5,25.1,49.4,13.3,9.3,45.5,8.5,25.2,20.6,"BRYAN-COLLEGE STATION, TX",17
48055,13.9,50.7,49.3,9,11,42.8,13.2,22.2,24.1,"AUSTIN-SAN MARCOS, TX",19
48061,12.9,89.3,51.5,23.9,27.1,57.6,12.5,6,31.4,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",24
48071,12.3,21.4,49.9,9.4,8.6,28.2,10.7,12.6,28,"HOUSTON, TX",18
48085,6.9,15.1,50.9,19.7,9.3,17.7,10.1,28.9,26.9,"DALLAS, TX",16
48091,13.7,26.8,50.6,6.5,5,24.2,17.5,9.4,23,"SAN ANTONIO, TX",17
48099,16,17.8,50,6.4,4.5,38,9.2,27.8,24.2,"KILLEEN-TEMPLE, TX",18
48113,9.7,39.6,50.7,24,21.2,41.4,10,38.7,26.8,"DALLAS, TX",20
48121,7.9,19.1,50.8,15,8,21.3,9.2,24.1,25.8,"DALLAS, TX",16
48135,12.5,58.7,49.4,13.7,14.4,32,9.5,17.7,29.9,"ODESSA-MIDLAND, TX",20
48139,11.1,25.5,50.7,8.5,7.9,27.4,12,18.6,27.1,"DALLAS, TX",17
48141,13.9,82.2,51,25.4,32,48.9,11.4,18.9,28.1,"EL PASO, TX",24
48157,7.7,24.2,50.8,27.6,13,20.4,9.7,47.7,28,"HOUSTON, TX",19
48167,13.5,23.9,50.6,9.8,6.8,29,13.2,21.9,24.6,"GALVESTON-TEXAS CITY, TX",18
48181,17,12.7,51.2,6.5,4.2,34.4,17.2,13,23.8,"SHERMAN-DENISON, TX",18
48183,14.8,18.2,51.1,8.8,6.9,44.1,14.5,25.6,25.9,"LONGVIEW-MARSHALL, TX",19
48187,12.3,37.3,50.6,7.3,6.6,27.2,13.1,27.3,26,"SAN ANTONIO, TX",18
48199,14.8,5.4,51.1,1.8,1.1,28,15.8,8.1,24.8,"BEAUMONT-PORT ARTHUR, TX",15
48201,9.2,42.2,50.3,26,20.4,37.7,9.6,36.7,27.1,"HOUSTON, TX",20
48203,12,12.7,51.2,6.3,3.9,38.4,15.6,27,25.6,"LONGVIEW-MARSHALL, TX",18
48209,8.8,37.8,50.2,8.6,7,30.9,10.2,12.5,23.5,"AUSTIN-SAN MARCOS, TX",16
48213,16.6,12.1,51.3,5.6,4.4,41.3,21.3,10.8,21.9,"DALLAS, TX",18
48215,13,91.8,51.1,27.3,31.8,58.6,10.4,11.1,33.5,"MCALLEN-EDINBURG-MISSION, TX",24
48221,13.7,12,50.9,2.7,3.9,29.8,24,4.6,21.4,"FORT WORTH-ARLINGTON, TX",16
48231,16.2,15.3,50.8,6.2,3.7,39.6,15.6,21.2,24,"DALLAS, TX",18
48245,13.9,19.5,48.8,11.9,8.7,39.8,13.7,41.5,23.8,"BEAUMONT-PORT ARTHUR, TX",20
48251,11,20.3,50.1,5.4,5.4,30.9,13.5,8.5,26.2,"FORT WORTH-ARLINGTON, TX",16
48257,11.9,19.9,50.9,7.7,6.4,29.9,11.8,17.8,27.8,"DALLAS, TX",17
48291,18.1,21.9,50.6,7.5,7.4,40.2,12.8,19.1,25.5,"HOUSTON, TX",18
48303,14.4,34.5,50.7,5.8,5.3,39.4,11.8,19.6,24.1,"LUBBOCK, TX",18
48309,12.9,25.6,51.2,8.8,9.9,42.4,13.6,22.8,24.8,"WACO, TX",19
48329,9.3,43.2,49.8,12.4,9.7,23.7,10.2,17.2,27.9,"ODESSA-MIDLAND, TX",17
48339,10.3,23,50.5,13,7.8,26,12.3,13.6,26.7,"HOUSTON, TX",17
48355,13.9,63,50.7,8.3,8.1,37.8,13.3,11.3,25.1,"CORPUS CHRISTI, TX",19
48361,16.4,7.1,50.5,2.8,1.5,33.9,15,12.2,24.8,"BEAUMONT-PORT ARTHUR, TX",16
48367,12.4,11.5,50.3,4.9,3.1,24.1,14.8,6.6,24.7,"FORT WORTH-ARLINGTON, TX",15
48375,11.8,37.6,48.5,15.7,14,47.7,11.6,21.6,27.6,"AMARILLO, TX",20
48381,12,20.2,50.9,5,3.4,24.2,13.9,10.3,24.2,"AMARILLO, TX",16
48397,8.8,17.1,50.8,9,5.3,18.3,11.7,14.1,27.7,"DALLAS, TX",15
48409,14.6,56.8,49.8,6.2,8.7,37.8,14.1,7.7,27.3,"CORPUS CHRISTI, TX",19
48423,13.6,19,51.7,8.3,7.2,38.9,15.6,23.1,24.8,"TYLER, TX",18
48439,10.4,28.2,51,16,12.3,32.1,10.5,31.4,26.9,"FORT WORTH-ARLINGTON, TX",19
48441,15.9,23.8,51.1,5.6,4.1,38.9,13.9,22.2,24.7,"ABILENE, TX",19
48451,14.1,38.8,50.5,6.5,5.8,34.2,14.6,15,23.6,"SAN ANGELO, TX",18
48453,8.6,33.9,49.6,17.8,12,29.8,8.9,25.1,22.7,"AUSTIN-SAN MARCOS, TX",17
48459,17.9,8.1,50.5,3.1,2,34.1,17.2,15.2,24,"LONGVIEW-MARSHALL, TX",16
48469,14.4,46,51.1,6.6,5.7,36,15,12.6,25.8,"VICTORIA, TX",19
48473,12.6,29.4,50,14.8,12.9,38.4,11.4,35.4,24.2,"HOUSTON, TX",18
48479,11.7,95.5,51.2,26.7,34.6,58.3,8.8,4.8,33.9,"LAREDO, TX",24
48485,16.3,18.5,48.1,7,6,39.4,13.9,21.7,22.6,"WICHITA FALLS, TX",19
48491,9.3,24.1,50.8,11.8,6.6,19.3,11.2,19.2,26.7,"AUSTIN-SAN MARCOS, TX",16
48493,11.8,39.2,49.8,4.7,8.3,25.7,14.5,6.4,24.7,"SAN ANTONIO, TX",17
49011,9.4,9.2,49.7,4.7,2.2,20.7,9.4,10.3,33.1,"SALT LAKE CITY-OGDEN, UT",14
49025,15.9,4.5,49.5,2.5,0.9,30.1,21.9,6.7,23.4,"FLAGSTAFF, ARIZONA-UTAH",16
49035,9.3,17.9,49.8,12.4,7.1,27.6,10,19.9,28.1,"SALT LAKE CITY-OGDEN, UT",16
49049,7.6,11.4,49.5,7.2,4.4,31.2,7.2,8,34.5,"PROVO-OREM, UT",15
49057,11.3,17.9,49.8,6.9,4.5,30.1,11.1,10.4,29,"SALT LAKE CITY-OGDEN, UT",16
50007,11.7,2.2,51,8.8,3,25.3,13.6,9.2,18.4,"BURLINGTON, VT",14
50011,12.4,1.4,50.3,2.9,0.8,23.9,14.5,4.8,22.9,"BURLINGTON, VT",13
50013,11,1.8,50.6,3.8,0.6,22.2,18.3,5.3,17.6,"BURLINGTON, VT",13
51003,8.9,5.7,52.2,10.2,4.1,22.2,16.7,18.5,20.7,"CHARLOTTESVILLE, VA",15
51009,14.3,2.3,51.8,1.7,1.3,32.3,19.5,23,20,"LYNCHBURG, VA",16
51013,5.8,15.5,50.2,22.9,7.5,16.2,9.8,28.5,17.3,"WASHINGTON, DC-MD-VA-WV",14
51019,14.1,2,50.8,2.5,1.1,24.8,19.8,10.4,20.6,"LYNCHBURG, VA",14
51023,14.1,1.6,50.5,3,1,23.9,20.6,6.1,20,"ROANOKE, VA",14
51031,15.7,2.1,51.5,2.5,1,33.8,18.7,18.4,20.3,"LYNCHBURG, VA",16
51036,16.5,1.8,51.1,1.9,0.5,31,22,57.1,16.1,"RICHMOND-PETERSBURG, VA",17
51041,10.1,8.2,51.8,7.9,4.2,19.7,13.4,31.7,24.3,"RICHMOND-PETERSBURG, VA",16
51043,10.9,4.8,49.8,4.1,2.4,21.9,19.7,10.7,21,"WASHINGTON, DC-MD-VA-WV",13
51047,11.5,9.7,49.7,7.6,4.7,27.7,14.6,23,25.2,"WASHINGTON, DC-MD-VA-WV",15
